Code,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% Votes,Round,Last Updated Time,Last Updated Date,AC_No,AC_Name,Alliance,Rank,Seat_Total,Vote_Share_Pct
S221,GUMMIDIPOONDI - 1,S.VIJAYAKUMAR,Tamilaga Vettri Kazhagam,93820,500,94320,40.56,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Solo,1,232522,40.563903630624196
S221,GUMMIDIPOONDI - 1,SUDHAKAR.V,All India Anna Dravida Munnetra Kazhagam,65894,481,66375,28.55,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,NDA,2,232522,28.545685999604338
S221,GUMMIDIPOONDI - 1,T.J.GOVINDARAJAN,Dravida Munnetra Kazhagam,61922,570,62492,26.88,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,INDIA/SPA,3,232522,26.87573648945046
S221,GUMMIDIPOONDI - 1,"R.SRIDAR. B.L.,",Naam Tamilar Katchi,4707,49,4756,2.05,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Solo,4,232522,2.04539785482664
S221,GUMMIDIPOONDI - 1,NOTA,None of the Above,931,6,937,0.4,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,NOTA/Unaligned,5,232522,0.4029726219454503
S221,GUMMIDIPOONDI - 1,M.JAGADEESAN,Bahujan Samaj Party,695,2,697,0.3,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Solo,6,232522,0.29975658217286966
S221,GUMMIDIPOONDI - 1,SDK SANKAR,Aanaithinthiya Jananayaka Pathukappu Kazhagam,593,6,599,0.26,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,-,7,232522,0.2576100325990659
S221,GUMMIDIPOONDI - 1,G.RANJITH B.SC.L.L.B,Independent,502,1,503,0.22,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Independent,8,232522,0.21632361669003364
S221,GUMMIDIPOONDI - 1,K. CHANDRA SEKAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,335,1,336,0.14,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,-,9,232522,0.14450245568161293
S221,GUMMIDIPOONDI - 1,D.SUDHAKAR,Independent,319,2,321,0.14,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Independent,10,232522,0.13805145319582662
S221,GUMMIDIPOONDI - 1,M.KUMARAN,Independent,260,0,260,0.11,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Independent,11,232522,0.11181737642029571
S221,GUMMIDIPOONDI - 1,D.DINESH,Independent,222,0,222,0.1,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Independent,12,232522,0.09547483678963711
S221,GUMMIDIPOONDI - 1,V.SUDHAKAR,Independent,217,0,217,0.09,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Independent,13,232522,0.09332450262770835
S221,GUMMIDIPOONDI - 1,T.GOVINDAN,Independent,205,1,206,0.09,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Independent,14,232522,0.08859376747146507
S221,GUMMIDIPOONDI - 1,GOPAL.K,Independent,174,3,177,0.08,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Independent,15,232522,0.07612182933227823
S221,GUMMIDIPOONDI - 1,A.H. SIVA GANESH,Independent,104,0,104,0.04,26/26,11:27 PM,04/05/2026,1,GUMMIDIPOONDI,Independent,16,232522,0.04472695056811828
S222,PONNERI - 2,DR.RAVI.M.S,Tamilaga Vettri Kazhagam,110051,388,110439,48.69,26/26,11:30 PM,04/05/2026,2,PONNERI,Solo,1,226819,48.690365445575544
S222,PONNERI - 2,DURAI CHANDRASEKAR,Indian National Congress,54301,370,54671,24.1,26/26,11:30 PM,04/05/2026,2,PONNERI,INDIA/SPA,2,226819,24.103359947799788
S222,PONNERI - 2,BALARAMAN.P,All India Anna Dravida Munnetra Kazhagam,51160,308,51468,22.69,26/26,11:30 PM,04/05/2026,2,PONNERI,NDA,3,226819,22.691220753111512
S222,PONNERI - 2,RAJATHI.M,Naam Tamilar Katchi,6633,43,6676,2.94,26/26,11:30 PM,04/05/2026,2,PONNERI,Solo,4,226819,2.943316036134539
S222,PONNERI - 2,NOTA,None of the Above,859,6,865,0.38,26/26,11:30 PM,04/05/2026,2,PONNERI,NOTA/Unaligned,5,226819,0.3813613497987382
S222,PONNERI - 2,SANTHOSHKUMAR.J,Bahujan Samaj Party,611,4,615,0.27,26/26,11:30 PM,04/05/2026,2,PONNERI,Solo,6,226819,0.2711413065043052
S222,PONNERI - 2,MALATHI.S,Tamizhaga Murpokku Makkal Katchi,371,0,371,0.16,26/26,11:30 PM,04/05/2026,2,PONNERI,-,7,226819,0.16356654424893857
S222,PONNERI - 2,ASHOK PRIYADARSHAN,Desiya Makkal Sakthi Katchi,360,6,366,0.16,26/26,11:30 PM,04/05/2026,2,PONNERI,-,8,226819,0.1613621433830499
S222,PONNERI - 2,RAJA.S,Vanchit Bahujan Aaghadi,295,4,299,0.13,26/26,11:30 PM,04/05/2026,2,PONNERI,-,9,226819,0.13182317178014188
S222,PONNERI - 2,RAJASEKAR.J,Independent,288,1,289,0.13,26/26,11:30 PM,04/05/2026,2,PONNERI,Independent,10,226819,0.12741437004836456
S222,PONNERI - 2,NAGAIYAN.G,Independent,227,5,232,0.1,26/26,11:30 PM,04/05/2026,2,PONNERI,Independent,11,226819,0.10228420017723383
S222,PONNERI - 2,VENKATESAN.S,Independent,202,1,203,0.09,26/26,11:30 PM,04/05/2026,2,PONNERI,Independent,12,226819,0.0894986751550796
S222,PONNERI - 2,KOTTEESWARAN. K,Tamizhaga Vaazhvurimai Katchi,163,3,166,0.07,26/26,11:30 PM,04/05/2026,2,PONNERI,-,13,226819,0.07318610874750352
S222,PONNERI - 2,BARATHIRAJA.K,Independent,155,4,159,0.07,26/26,11:30 PM,04/05/2026,2,PONNERI,Independent,14,226819,0.07009994753525939
S223,TIRUTTANI - 3,G.HARI,All India Anna Dravida Munnetra Kazhagam,87893,1276,89169,37.34,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,NDA,1,238798,37.34076499803181
S223,TIRUTTANI - 3,M.SATHYA KUMAR,Tamilaga Vettri Kazhagam,82608,768,83376,34.91,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,Solo,2,238798,34.91486528362884
S223,TIRUTTANI - 3,D.KRISHNAMURTHY,Desiya Murpokku Dravida Kazhagam,53976,887,54863,22.97,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,INDIA/SPA,3,238798,22.974648028877965
S223,TIRUTTANI - 3,CHANDRAN .S.S,Naam Tamilar Katchi,6516,188,6704,2.81,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,Solo,4,238798,2.8073936967646294
S223,TIRUTTANI - 3,NOTA,None of the Above,1180,30,1210,0.51,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,NOTA/Unaligned,5,238798,0.5067044112597258
S223,TIRUTTANI - 3,KRISHNAMOORTHY.M,Independent,943,3,946,0.4,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,Independent,6,238798,0.3961507215303311
S223,TIRUTTANI - 3,JAMBU.B,Independent,623,5,628,0.26,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,Independent,7,238798,0.2629837770835602
S223,TIRUTTANI - 3,MUTHURAJ.G,Bahujan Samaj Party,469,1,470,0.2,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,Solo,8,238798,0.19681906883642242
S223,TIRUTTANI - 3,KRISHNAMOORTHY.D,Independent,460,7,467,0.2,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,Independent,9,238798,0.1955627769076793
S223,TIRUTTANI - 3,BALAJI.A,Thakkam Katchi,272,0,272,0.11,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,-,10,238798,0.11390380153937638
S223,TIRUTTANI - 3,KRISHNAMOORTHY.K,Independent,201,9,210,0.09,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,Independent,11,238798,0.08794043501201852
S223,TIRUTTANI - 3,DR.A.V.NARENDRAN,Independent,197,1,198,0.08,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,Independent,12,238798,0.08291526729704604
S223,TIRUTTANI - 3,SHETTU.S,Independent,152,1,153,0.06,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,Independent,13,238798,0.0640708883658992
S223,TIRUTTANI - 3,PAVENDHAN.Y.R,Tamizhaga Vaazhvurimai Katchi,130,2,132,0.06,27/27,11:30 PM,04/05/2026,3,TIRUTTANI,-,14,238798,0.05527684486469736
S224,THIRUVALLUR - 4,DR. T. ARUNKUMAR,Tamilaga Vettri Kazhagam,91683,507,92190,40.71,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,Solo,1,226428,40.71492924903281
S224,THIRUVALLUR - 4,V.G. RAAJENDRAN,Dravida Munnetra Kazhagam,66729,701,67430,29.78,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,INDIA/SPA,2,226428,29.779885879838183
S224,THIRUVALLUR - 4,BE VEE RAMANAH,All India Anna Dravida Munnetra Kazhagam,56086,476,56562,24.98,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,NDA,3,226428,24.98012613281043
S224,THIRUVALLUR - 4,K. SENTHILKUMAR,Naam Tamilar Katchi,5452,61,5513,2.43,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,Solo,4,226428,2.4347695514688996
S224,THIRUVALLUR - 4,NOTA,None of the Above,1122,10,1132,0.5,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,NOTA/Unaligned,5,226428,0.49993817019096576
S224,THIRUVALLUR - 4,S. RAJENDRAN,Independent,867,1,868,0.38,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,Independent,6,226428,0.383344816012154
S224,THIRUVALLUR - 4,B. RAJESH KUMAR,Bahujan Samaj Party,668,6,674,0.3,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,Solo,7,226428,0.29766636635045135
S224,THIRUVALLUR - 4,E. MANI,Republican Party of India (Athawale),644,9,653,0.29,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,-,8,226428,0.2883918949953186
S224,THIRUVALLUR - 4,N. VENKATESAN,Aanaithinthiya Jananayaka Pathukappu Kazhagam,352,2,354,0.16,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,-,9,226428,0.1563410885579522
S224,THIRUVALLUR - 4,G. RAJENDIRAN,Independent,223,4,227,0.1,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,Independent,10,226428,0.10025261893405409
S224,THIRUVALLUR - 4,E.KOTHANDAN,Independent,201,2,203,0.09,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,Independent,11,226428,0.08965322309961665
S224,THIRUVALLUR - 4,N. BALAKRISHNAN,Independent,186,0,186,0.08,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,Independent,12,226428,0.08214531771689014
S224,THIRUVALLUR - 4,N. NAGENDRABABU,Independent,184,0,184,0.08,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,Independent,13,226428,0.08126203473068702
S224,THIRUVALLUR - 4,E. RAJARATHINAM,Tamizhaga Vaazhvurimai Katchi,134,0,134,0.06,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,-,14,226428,0.05917996007560902
S224,THIRUVALLUR - 4,R. RAMANAN,Independent,118,0,118,0.05,24/24,11:30 PM,04/05/2026,4,THIRUVALLUR,Independent,15,226428,0.05211369618598406
S225,POONAMALLEE - 5,PRAKASAM.R,Tamilaga Vettri Kazhagam,160643,666,161309,52.22,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,Solo,1,308894,52.22147403316348
S225,POONAMALLEE - 5,KRISHNASWAMY.A,Dravida Munnetra Kazhagam,87803,766,88569,28.67,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,INDIA/SPA,2,308894,28.672942821809425
S225,POONAMALLEE - 5,ELUMALAI.T.A,Amma Makkal Munnettra Kazagam,43017,263,43280,14.01,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,NDA,3,308894,14.011278950060538
S225,POONAMALLEE - 5,MEKALA.J,Naam Tamilar Katchi,11616,81,11697,3.79,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,Solo,4,308894,3.7867359029311025
S225,POONAMALLEE - 5,NOTA,None of the Above,1551,20,1571,0.51,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,NOTA/Unaligned,5,308894,0.5085887068055709
S225,POONAMALLEE - 5,RAJASEKARAN.K,Bahujan Samaj Party,852,8,860,0.28,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,Solo,6,308894,0.27841265935887394
S225,POONAMALLEE - 5,RAVIKUMAR.M,Independent,352,3,355,0.11,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,Independent,7,308894,0.11492615589813981
S225,POONAMALLEE - 5,DR.JAYANTHI.R,Independent,299,5,304,0.1,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,Independent,8,308894,0.09841563772685775
S225,POONAMALLEE - 5,SIVAKUMAR.S,Independent,297,0,297,0.1,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,Independent,9,308894,0.09614948817393669
S225,POONAMALLEE - 5,VELU.S,Independent,263,1,264,0.09,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,Independent,10,308894,0.08546621171016594
S225,POONAMALLEE - 5,PURUSHOTHAMAN.B,Independent,254,1,255,0.08,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,Independent,11,308894,0.08255259085641029
S225,POONAMALLEE - 5,DHASARATHAN.R,Independent,133,0,133,0.04,25/25,11:30 PM,04/05/2026,5,POONAMALLEE,Independent,12,308894,0.04305684150550027
S226,AVADI - 6,R.RAMESH KUMAR,Tamilaga Vettri Kazhagam,179472,912,180384,52.13,27/27,11:27 PM,04/05/2026,6,AVADI,Solo,1,346005,52.13335067412321
S226,AVADI - 6,S.M.NASAR,Dravida Munnetra Kazhagam,103115,958,104073,30.08,27/27,11:27 PM,04/05/2026,6,AVADI,INDIA/SPA,2,346005,30.07846707417523
S226,AVADI - 6,RAJASIMHA MAHENDRA,Bharatiya Janata Party,39170,435,39605,11.45,27/27,11:27 PM,04/05/2026,6,AVADI,NDA,3,346005,11.4463663819887
S226,AVADI - 6,PUNITHA SHANMUGAM,Naam Tamilar Katchi,16190,145,16335,4.72,27/27,11:27 PM,04/05/2026,6,AVADI,Solo,4,346005,4.721030042918455
S226,AVADI - 6,NOTA,None of the Above,1519,14,1533,0.44,27/27,11:27 PM,04/05/2026,6,AVADI,NOTA/Unaligned,5,346005,0.44305718125460614
S226,AVADI - 6,S. CHARLES,Bahujan Samaj Party,746,15,761,0.22,27/27,11:27 PM,04/05/2026,6,AVADI,Solo,6,346005,0.21993901822228
S226,AVADI - 6,R. BAKTHAVATCHALAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,625,2,627,0.18,27/27,11:27 PM,04/05/2026,6,AVADI,-,7,346005,0.18121125417262757
S226,AVADI - 6,R.Edmund Jayendren,Tamizhaga Vaazhvurimai Katchi,471,7,478,0.14,27/27,11:27 PM,04/05/2026,6,AVADI,-,8,346005,0.13814829265473041
S226,AVADI - 6,R. KUMAR,Independent,305,3,308,0.09,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,9,346005,0.08901605468129073
S226,AVADI - 6,P. CHELLAPANDIAN,Independent,254,1,255,0.07,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,10,346005,0.07369835696015954
S226,AVADI - 6,C.S. Karnan,Anti Corruption Dynamic Party,222,2,224,0.06,27/27,11:27 PM,04/05/2026,6,AVADI,-,11,346005,0.06473894885912053
S226,AVADI - 6,G.D. ARUNKUMAR,Independent,205,0,205,0.06,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,12,346005,0.059247698732677274
S226,AVADI - 6,R. MANIKANDAN,Independent,195,0,195,0.06,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,13,346005,0.05635756708718082
S226,AVADI - 6,P.JAYAKUMAR,Samaniya Makkal Nala Katchi,177,0,177,0.05,27/27,11:27 PM,04/05/2026,6,AVADI,-,14,346005,0.05115533012528721
S226,AVADI - 6,S. SENTHILKUMAR,Independent,167,0,167,0.05,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,15,346005,0.04826519847979075
S226,AVADI - 6,SENTHILKUMAR. S,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,156,0,156,0.05,27/27,11:27 PM,04/05/2026,6,AVADI,NDA,16,346005,0.045086053669744657
S226,AVADI - 6,K. BALAKRISHNAN,Independent,141,0,141,0.04,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,17,346005,0.04075085620149998
S226,AVADI - 6,M. ERAJASIMMAN,Independent,105,0,105,0.03,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,18,346005,0.03034638227771275
S226,AVADI - 6,RAJASEKAR. R,Independent,105,0,105,0.03,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,19,346005,0.03034638227771275
S226,AVADI - 6,UNIESH RAJ. M,Independent,93,1,94,0.03,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,20,346005,0.027167237467666652
S226,AVADI - 6,K. ANNAMALAI,Independent,77,0,77,0.02,27/27,11:27 PM,04/05/2026,6,AVADI,Independent,21,346005,0.022254013670322682
S227,MADURAVOYAL - 7,RHEVANTH CHARAN,Tamilaga Vettri Kazhagam,141423,302,141725,48.26,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Solo,1,293692,48.25633657028452
S227,MADURAVOYAL - 7,GANAPATHY. K,Dravida Munnetra Kazhagam,79667,549,80216,27.31,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,INDIA/SPA,2,293692,27.31296732631464
S227,MADURAVOYAL - 7,P. BENJAMIN,All India Anna Dravida Munnetra Kazhagam,54456,249,54705,18.63,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,NDA,3,293692,18.626656497282866
S227,MADURAVOYAL - 7,REVATHI L,Naam Tamilar Katchi,12977,47,13024,4.43,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Solo,4,293692,4.4345777208776544
S227,MADURAVOYAL - 7,NOTA,None of the Above,1448,14,1462,0.5,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,NOTA/Unaligned,5,293692,0.49780041676313963
S227,MADURAVOYAL - 7,R. SIVA,Independent,315,7,322,0.11,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,6,293692,0.10963866908189532
S227,MADURAVOYAL - 7,MURALI. S,Naam Indiar Party,298,2,300,0.1,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,-,7,293692,0.10214782833716955
S227,MADURAVOYAL - 7,AGNI SELVARAJU. J,Naadaalum Makkal Katchi,264,2,266,0.09,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,-,8,293692,0.090571074458957
S227,MADURAVOYAL - 7,J. VENKATESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,232,1,233,0.08,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,-,9,293692,0.07933481334186836
S227,MADURAVOYAL - 7,S. BENJAMIN MOSES,Independent,206,1,207,0.07,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,10,293692,0.07048200155264699
S227,MADURAVOYAL - 7,PONMUTHU RAMESH,Independent,200,2,202,0.07,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,11,293692,0.0687795377470275
S227,MADURAVOYAL - 7,K. VENKATESAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,171,0,171,0.06,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,-,12,293692,0.058224262152186644
S227,MADURAVOYAL - 7,N.A. MANI,Independent,157,0,157,0.05,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,13,293692,0.05345736349645207
S227,MADURAVOYAL - 7,V. KAMALA KANNAN,Independent,119,0,119,0.04,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,14,293692,0.04051863857374392
S227,MADURAVOYAL - 7,K. GANAPATHY,Independent,96,3,99,0.03,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,15,293692,0.03370878335126595
S227,MADURAVOYAL - 7,R. YUVARAJ,Independent,82,2,84,0.03,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,16,293692,0.028601391934407475
S227,MADURAVOYAL - 7,VIGNESH NANDAGOPAL,Independent,83,0,83,0.03,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,17,293692,0.028260899173283578
S227,MADURAVOYAL - 7,SARAVANAN KUMAR,Independent,78,0,78,0.03,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,18,293692,0.026558435367664085
S227,MADURAVOYAL - 7,MUTHURAMAN. S,Anna MGR Dravida Makkal Kalgam,70,1,71,0.02,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,-,19,293692,0.024174986039796793
S227,MADURAVOYAL - 7,D. ANANDAN,Independent,67,0,67,0.02,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,20,293692,0.0228130149953012
S227,MADURAVOYAL - 7,M. BALASUBRAMANIAN,Independent,67,0,67,0.02,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,21,293692,0.0228130149953012
S227,MADURAVOYAL - 7,M. JAMES,Independent,34,0,34,0.01,27/27,11:27 PM,04/05/2026,7,MADURAVOYAL,Independent,22,293692,0.01157675387821255
S228,AMBATTUR - 8,BALAMURUGAN.G,Tamilaga Vettri Kazhagam,132995,344,133339,51.29,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Solo,1,259986,51.28699237651258
S228,AMBATTUR - 8,DR A.P. POORNIMA,Dravida Munnetra Kazhagam,74156,402,74558,28.68,28/28,11:27 PM,04/05/2026,8,AMBATTUR,INDIA/SPA,2,259986,28.677698029893918
S228,AMBATTUR - 8,K.N. SEKAR,Pattali Makkal Katchi,35826,171,35997,13.85,28/28,11:27 PM,04/05/2026,8,AMBATTUR,NDA,3,259986,13.845745540144469
S228,AMBATTUR - 8,SILAMBARASAN,Naam Tamilar Katchi,11049,39,11088,4.26,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Solo,4,259986,4.264845030117006
S228,AMBATTUR - 8,NOTA,None of the Above,1474,16,1490,0.57,28/28,11:27 PM,04/05/2026,8,AMBATTUR,NOTA/Unaligned,5,259986,0.5731077827267622
S228,AMBATTUR - 8,A.KALYANASUNDARAM,Nationalist Janshakti Party,584,4,588,0.23,28/28,11:27 PM,04/05/2026,8,AMBATTUR,-,6,259986,0.2261660243243867
S228,AMBATTUR - 8,R.BALAMURUGAN,Independent,493,0,493,0.19,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,7,259986,0.18962559522435823
S228,AMBATTUR - 8,DR. J.SAILAS,Bahujan Samaj Party,441,2,443,0.17,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Solo,8,259986,0.17039379043486957
S228,AMBATTUR - 8,DR. S.PRAVEEN,Independent,305,3,308,0.12,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,9,259986,0.11846791750325017
S228,AMBATTUR - 8,V. RAMKUMAR,India Suyarajya Party,224,0,224,0.09,28/28,11:27 PM,04/05/2026,8,AMBATTUR,-,10,259986,0.08615848545690921
S228,AMBATTUR - 8,S. MADHAVAN,Independent,179,0,179,0.07,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,11,259986,0.06884986114636941
S228,AMBATTUR - 8,M.S. ARUMUGAM,Independent,135,0,135,0.05,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,12,259986,0.0519258729316194
S228,AMBATTUR - 8,RAJKUMAR,Tamizhaga Vaazhvurimai Katchi,125,2,127,0.05,28/28,11:27 PM,04/05/2026,8,AMBATTUR,-,13,259986,0.04884878416530121
S228,AMBATTUR - 8,K. SEKAR,Independent,125,2,127,0.05,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,14,259986,0.04884878416530121
S228,AMBATTUR - 8,S. JANARTHANAN,Independent,125,1,126,0.05,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,15,259986,0.04846414806951144
S228,AMBATTUR - 8,G.P. SEKAR,Independent,102,1,103,0.04,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,16,259986,0.03961751786634665
S228,AMBATTUR - 8,PALANI,Independent,99,4,103,0.04,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,17,259986,0.03961751786634665
S228,AMBATTUR - 8,D.K.MESHACK KIRUBAKARAN,Independent,102,0,102,0.04,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,18,259986,0.03923288177055688
S228,AMBATTUR - 8,JOTHI.M,Independent,89,0,89,0.03,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,19,259986,0.03423261252528982
S228,AMBATTUR - 8,VINAYAGAMOORTHY.R,Independent,82,1,83,0.03,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,20,259986,0.031924795950551185
S228,AMBATTUR - 8,P. ARUMUGAM,Independent,77,0,77,0.03,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,21,259986,0.029616979375812542
S228,AMBATTUR - 8,G. SAMPATH,Independent,71,1,72,0.03,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,22,259986,0.027693798896863676
S228,AMBATTUR - 8,D. PUSHPA,Independent,66,2,68,0.03,28/28,11:27 PM,04/05/2026,8,AMBATTUR,Independent,23,259986,0.026155254513704585
S228,AMBATTUR - 8,D. JEYAGANESH,Naam Indiar Party,67,0,67,0.03,28/28,11:27 PM,04/05/2026,8,AMBATTUR,-,24,259986,0.025770618417914812
S229,MADAVARAM - 9,M.L.VIJAYPRABHU,Tamilaga Vettri Kazhagam,189784,678,190462,52.61,19/19,11:27 PM,04/05/2026,9,MADAVARAM,Solo,1,361998,52.614102840347186
S229,MADAVARAM - 9,S.SUDHARSANAM,Dravida Munnetra Kazhagam,94782,695,95477,26.38,19/19,11:27 PM,04/05/2026,9,MADAVARAM,INDIA/SPA,2,361998,26.375007596727055
S229,MADAVARAM - 9,MADHAVARAM V.MOORTHY,All India Anna Dravida Munnetra Kazhagam,58914,376,59290,16.38,19/19,11:27 PM,04/05/2026,9,MADAVARAM,NDA,3,361998,16.378543527864796
S229,MADAVARAM - 9,E.KRITHIKA,Naam Tamilar Katchi,12563,74,12637,3.49,19/19,11:27 PM,04/05/2026,9,MADAVARAM,Solo,4,361998,3.490903264658921
S229,MADAVARAM - 9,NOTA,None of the Above,1383,11,1394,0.39,19/19,11:27 PM,04/05/2026,9,MADAVARAM,NOTA/Unaligned,5,361998,0.38508500046961586
S229,MADAVARAM - 9,I.RAFFIK,Naadaalum Makkal Katchi,675,1,676,0.19,19/19,11:27 PM,04/05/2026,9,MADAVARAM,-,6,361998,0.18674136321195145
S229,MADAVARAM - 9,N.JANAKIRAMAN,Bahujan Samaj Party,530,7,537,0.15,19/19,11:27 PM,04/05/2026,9,MADAVARAM,Solo,7,361998,0.14834336101304427
S229,MADAVARAM - 9,R.KARTHIKEYAN,Tamizhaga Vaazhvurimai Katchi,231,1,232,0.06,19/19,11:27 PM,04/05/2026,9,MADAVARAM,-,8,361998,0.0640887518715573
S229,MADAVARAM - 9,S.SIVAKUMAR,Independent,198,0,198,0.05,19/19,11:27 PM,04/05/2026,9,MADAVARAM,Independent,9,361998,0.05469643478693252
S229,MADAVARAM - 9,G.PRABU,Independent,190,1,191,0.05,19/19,11:27 PM,04/05/2026,9,MADAVARAM,Independent,10,361998,0.05276272244598036
